title,url,price,location,beds,baths,type,posted,agent,featured
"5 BHK House Rent in Patan, Kathmandu",https://nepalpropertybazaar.com/property/5-bhk-house-rent-in-patan-kathmandu-225/,"Rs157,000/Month","Patan, Kathmandu, Bagamati Province, 44724, Nepal",Beds:5,Baths:5,House,20 days ago,Hamro-Ghar,False
"1BHK Flat Rent in Sinamangal, Lalitpur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-sinamangal-lalitpur-273/,"Rs33,500/Month","Sinamangal, Lalitpur, Bagamati Province, 44628, Nepal",Bed:1,Bath:1,Flat / Apartment,19 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Suryabinayak, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-suryabinayak-lalitpur-959/,"Rs337,500/Month","Suryabinayak, Lalitpur, Bagmati Province, 44747, Nepal",Beds:6,Baths:2,Villa,21 hours ago,Hamro-Ghar,True
"Room Rent in Basundhara, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-basundhara-kathmandu-123/,"Rs14,000/Month","Basundhara, Kathmandu, Bagmati Province, 44646, Nepal",Bed:1,Bath:1,Room,5 days ago,NPB-Rent,False
"Room Rent in Boudha, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-boudha-lalitpur-698/,"Rs11,500/Month","Boudha, Lalitpur, Bagmati Province, 44744, Nepal",Bed:1,Bath:1,Room,19 hours ago,Nepal-Property-Hub,True
"Room Rent in Nakhu, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-nakhu-lalitpur-680/,"Rs7,500/Month","Nakhu, Lalitpur, Bagmati Province, 44644, Nepal",Bed:1,Bath:1,Room,1 hours ago,RealEstate-Nepal,True
"Room Rent in Suryabinayak, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-suryabinayak-lalitpur-979/,"Rs14,500/Month","Suryabinayak, Lalitpur, Bagmati Province, 44715, Nepal",Bed:1,Bath:1,Room,4 hours ago,Hamro-Ghar,True
"6 BHK House Rent in Kupondole, Lalitpur",https://nepalpropertybazaar.com/property/6-bhk-house-rent-in-kupondole-lalitpur-546/,"Rs205,000/Month","Kupondole, Lalitpur, Bagmati Province, 44724, Nepal",Beds:6,Baths:3,House,25 hours ago,RealEstate-Nepal,True
"3 BHK House Rent in Mandikhatar, Bhaktapur",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-mandikhatar-bhaktapur-439/,"Rs51,000/Month","Mandikhatar, Bhaktapur, Bagmati Province, 44676, Nepal",Beds:3,Baths:3,House,21 days ago,Nepal-Property-Hub,False
"2BHK Flat Rent in Battisputali, Lalitpur",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-battisputali-lalitpur-981/,"Rs31,500/Month","Battisputali, Lalitpur, Bagamati Province, 44772, Nepal",Beds:2,Bath:1,Flat / Apartment,6 days ago,NPB-Rent,False
"Room Rent in Patan, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-patan-kathmandu-534/,"Rs9,000/Month","Patan, Kathmandu, Bagamati Province, 44744, Nepal",Bed:1,Bath:1,Room,24 hours ago,RealEstate-Nepal,True
"Room Rent in Chunikhel, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-chunikhel-bhaktapur-136/,"Rs13,500/Month","Chunikhel, Bhaktapur, Bagmati Province, 44784, Nepal",Bed:1,Bath:1,Room,6 hours ago,NPB-Rent,False
"Commercial Space/Villa Rent in Nayabazar, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-nayabazar-bhaktapur-855/,"Rs459,000/Month","Nayabazar, Bhaktapur, Bagamati Province, 44777, Nepal",Beds:7,Baths:2,Villa,22 days ago,NPB-Rent,True
"Commercial Space/Villa Rent in Maharajgunj, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-maharajgunj-kathmandu-802/,"Rs330,000/Month","Maharajgunj, Kathmandu, Bagamati Province, 44792, Nepal",Beds:10,Baths:4,Villa,1 hours ago,NPB-Rent,False
"Room Rent in Kalanki, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-kalanki-lalitpur-367/,"Rs6,500/Month","Kalanki, Lalitpur, Bagamati Province, 44718, Nepal",Bed:1,Bath:1,Room,16 hours ago,NPB-Rent,True
"7 BHK House Rent in Jorpati, Kathmandu",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-jorpati-kathmandu-535/,"Rs142,000/Month","Jorpati, Kathmandu, Bagamati Province, 44742, Nepal",Beds:7,Baths:2,House,7 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Nayabazar, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-nayabazar-lalitpur-718/,"Rs424,500/Month","Nayabazar, Lalitpur, Bagmati Province, 44744, Nepal",Beds:3,Baths:2,Villa,7 hours ago,Nepal-Property-Hub,False
"Room Rent in Jhamsikhel, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-jhamsikhel-bhaktapur-546/,"Rs6,500/Month","Jhamsikhel, Bhaktapur, Bagamati Province, 44624, Nepal",Bed:1,Bath:1,Room,18 days ago,RealEstate-Nepal,True
"Room Rent in Budhanilkantha, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-budhanilkantha-bhaktapur-558/,"Rs5,000/Month","Budhanilkantha, Bhaktapur, Bagmati Province, 44614, Nepal",Bed:1,Bath:1,Room,8 hours ago,NPB-Rent,True
"3BHK Flat Rent in Mandikhatar, Bhaktapur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-mandikhatar-bhaktapur-713/,"Rs20,500/Month","Mandikhatar, Bhaktapur, Bagmati Province, 44664, Nepal",Beds:3,Baths:2,Flat / Apartment,26 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Mandikhatar, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mandikhatar-bhaktapur-173/,"Rs388,500/Month","Mandikhatar, Bhaktapur, Bagamati Province, 44741, Nepal",Beds:2,Baths:2,Villa,7 days ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Balkhu, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-balkhu-lalitpur-627/,"Rs176,500/Month","Balkhu, Lalitpur, Bagamati Province, 44710, Nepal",Beds:10,Baths:1,Villa,26 days ago,Nepal-Property-Hub,False
"Room Rent in Balaju, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-balaju-kathmandu-505/,"Rs9,000/Month","Balaju, Kathmandu, Bagamati Province, 44670, Nepal",Bed:1,Bath:1,Room,19 hours ago,Hamro-Ghar,True
"3BHK Flat Rent in Chabahil, Kathmandu",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-chabahil-kathmandu-800/,"Rs22,500/Month","Chabahil, Kathmandu, Bagmati Province, 44787, Nepal",Beds:3,Baths:2,Flat / Apartment,13 hours ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Gongabu, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gongabu-lalitpur-375/,"Rs242,500/Month","Gongabu, Lalitpur, Bagmati Province, 44700, Nepal",Beds:10,Baths:4,Commercial,21 days ago,Hamro-Ghar,False
"Room Rent in Koteshwor, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-koteshwor-kathmandu-309/,"Rs9,000/Month","Koteshwor, Kathmandu, Bagamati Province, 44748, Nepal",Bed:1,Bath:1,Room,26 hours ago,RealEstate-Nepal,False
"2BHK Flat Rent in Jhamsikhel, Lalitpur",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-jhamsikhel-lalitpur-942/,"Rs42,000/Month","Jhamsikhel, Lalitpur, Bagamati Province, 44758, Nepal",Beds:2,Bath:1,Flat / Apartment,25 days ago,NPB-Rent,False
"7 BHK House Rent in Balkhu, Kathmandu",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-balkhu-kathmandu-647/,"Rs64,000/Month","Balkhu, Kathmandu, Bagamati Province, 44680, Nepal",Beds:7,Baths:5,House,14 hours ago,RealEstate-Nepal,False
"3BHK Flat Rent in Tokha, Lalitpur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-tokha-lalitpur-192/,"Rs51,500/Month","Tokha, Lalitpur, Bagmati Province, 44646, Nepal",Beds:3,Baths:2,Flat / Apartment,3 days ago,Nepal-Property-Hub,False
"3 BHK House Rent in Mandikhatar, Lalitpur",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-mandikhatar-lalitpur-419/,"Rs76,500/Month","Mandikhatar, Lalitpur, Bagamati Province, 44661, Nepal",Beds:3,Baths:4,House,20 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Baneshwor, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-baneshwor-kathmandu-633/,"Rs378,000/Month","Baneshwor, Kathmandu, Bagamati Province, 44725, Nepal",Beds:3,Baths:1,Villa,11 hours ago,RealEstate-Nepal,True
"3BHK Flat Rent in Suryabinayak, Kathmandu",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-suryabinayak-kathmandu-255/,"Rs33,000/Month","Suryabinayak, Kathmandu, Bagmati Province, 44694, Nepal",Beds:3,Baths:3,Flat / Apartment,3 hours ago,Nepal-Property-Hub,True
"Room Rent in Imadol, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-imadol-kathmandu-641/,"Rs13,000/Month","Imadol, Kathmandu, Bagamati Province, 44617, Nepal",Bed:1,Bath:1,Room,13 hours ago,NPB-Rent,False
"Commercial Space/Villa Rent in Kapan, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-kapan-bhaktapur-652/,"Rs245,500/Month","Kapan, Bhaktapur, Bagamati Province, 44708, Nepal",Beds:3,Baths:1,Commercial,28 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Gairidhara, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gairidhara-kathmandu-344/,"Rs143,000/Month","Gairidhara, Kathmandu, Bagamati Province, 44705, Nepal",Beds:4,Baths:4,Commercial,18 hours ago,NPB-Rent,False
"Commercial Space/Villa Rent in Balaju, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-balaju-lalitpur-238/,"Rs308,500/Month","Balaju, Lalitpur, Bagmati Province, 44720, Nepal",Beds:5,Baths:2,Commercial,21 days ago,RealEstate-Nepal,False
"2BHK Flat Rent in Lazimpat, Kathmandu",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-lazimpat-kathmandu-182/,"Rs52,000/Month","Lazimpat, Kathmandu, Bagamati Province, 44789, Nepal",Beds:2,Baths:2,Flat / Apartment,5 days ago,Nepal-Property-Hub,False
"6 BHK House Rent in Gothatar, Lalitpur",https://nepalpropertybazaar.com/property/6-bhk-house-rent-in-gothatar-lalitpur-217/,"Rs135,500/Month","Gothatar, Lalitpur, Bagmati Province, 44622, Nepal",Beds:6,Baths:3,House,9 hours ago,Hamro-Ghar,False
"Room Rent in Bhaisepati, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-bhaisepati-bhaktapur-743/,"Rs10,000/Month","Bhaisepati, Bhaktapur, Bagmati Province, 44669, Nepal",Bed:1,Bath:1,Room,3 days ago,Hamro-Ghar,True
"Room Rent in Tokha, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-tokha-bhaktapur-826/,"Rs7,500/Month","Tokha, Bhaktapur, Bagamati Province, 44626, Nepal",Bed:1,Bath:1,Room,7 days ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Kapan, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-kapan-kathmandu-932/,"Rs346,500/Month","Kapan, Kathmandu, Bagamati Province, 44731, Nepal",Beds:3,Baths:4,Villa,25 hours ago,Hamro-Ghar,True
"1BHK Flat Rent in Kalanki, Kathmandu",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-kalanki-kathmandu-604/,"Rs35,000/Month","Kalanki, Kathmandu, Bagmati Province, 44749, Nepal",Bed:1,Baths:2,Flat / Apartment,19 hours ago,RealEstate-Nepal,False
"4 BHK House Rent in Balkhu, Lalitpur",https://nepalpropertybazaar.com/property/4-bhk-house-rent-in-balkhu-lalitpur-894/,"Rs197,000/Month","Balkhu, Lalitpur, Bagmati Province, 44701, Nepal",Beds:4,Baths:4,House,16 days ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Jhamsikhel, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-jhamsikhel-lalitpur-407/,"Rs403,500/Month","Jhamsikhel, Lalitpur, Bagamati Province, 44671, Nepal",Beds:10,Baths:2,Villa,30 days ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Dhumbarahi, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-dhumbarahi-kathmandu-688/,"Rs141,000/Month","Dhumbarahi, Kathmandu, Bagamati Province, 44777, Nepal",Beds:7,Baths:4,Villa,2 days ago,Hamro-Ghar,True
"7 BHK House Rent in Jhamsikhel, Kathmandu",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-jhamsikhel-kathmandu-300/,"Rs76,000/Month","Jhamsikhel, Kathmandu, Bagamati Province, 44765, Nepal",Beds:7,Baths:2,House,14 hours ago,Hamro-Ghar,True
"3BHK Flat Rent in Mahankal, Lalitpur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-mahankal-lalitpur-102/,"Rs50,500/Month","Mahankal, Lalitpur, Bagmati Province, 44660, Nepal",Beds:3,Bath:1,Flat / Apartment,1 hours ago,RealEstate-Nepal,False
"3BHK Flat Rent in Baneshwor, Bhaktapur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-baneshwor-bhaktapur-966/,"Rs35,500/Month","Baneshwor, Bhaktapur, Bagmati Province, 44706, Nepal",Beds:3,Baths:3,Flat / Apartment,13 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Dhumbarahi, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-dhumbarahi-lalitpur-960/,"Rs246,500/Month","Dhumbarahi, Lalitpur, Bagamati Province, 44719, Nepal",Beds:3,Baths:4,Villa,15 hours ago,RealEstate-Nepal,True
"Room Rent in Gongabu, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-gongabu-lalitpur-812/,"Rs10,500/Month","Gongabu, Lalitpur, Bagamati Province, 44796, Nepal",Bed:1,Bath:1,Room,28 days ago,RealEstate-Nepal,False
"Room Rent in Chunikhel, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-chunikhel-bhaktapur-970/,"Rs9,000/Month","Chunikhel, Bhaktapur, Bagmati Province, 44703, Nepal",Bed:1,Bath:1,Room,25 days ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Lubhu, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-lubhu-lalitpur-469/,"Rs457,000/Month","Lubhu, Lalitpur, Bagamati Province, 44755, Nepal",Beds:9,Baths:2,Villa,24 hours ago,RealEstate-Nepal,False
"Room Rent in Kapan, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-kapan-bhaktapur-372/,"Rs9,500/Month","Kapan, Bhaktapur, Bagmati Province, 44642, Nepal",Bed:1,Bath:1,Room,16 hours ago,RealEstate-Nepal,False
"2BHK Flat Rent in Suryabinayak, Kathmandu",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-suryabinayak-kathmandu-794/,"Rs54,000/Month","Suryabinayak, Kathmandu, Bagamati Province, 44800, Nepal",Beds:2,Baths:3,Flat / Apartment,23 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Chabahil, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-chabahil-lalitpur-912/,"Rs404,000/Month","Chabahil, Lalitpur, Bagmati Province, 44643, Nepal",Beds:5,Baths:3,Villa,10 hours ago,RealEstate-Nepal,True
"3BHK Flat Rent in Baneshwor, Bhaktapur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-baneshwor-bhaktapur-668/,"Rs47,500/Month","Baneshwor, Bhaktapur, Bagamati Province, 44757, Nepal",Beds:3,Baths:3,Flat / Apartment,22 hours ago,Hamro-Ghar,True
"Room Rent in Suryabinayak, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-suryabinayak-kathmandu-872/,"Rs7,500/Month","Suryabinayak, Kathmandu, Bagamati Province, 44707, Nepal",Bed:1,Bath:1,Room,9 days ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Suryabinayak, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-suryabinayak-bhaktapur-831/,"Rs153,500/Month","Suryabinayak, Bhaktapur, Bagmati Province, 44658, Nepal",Beds:9,Baths:3,Commercial,8 hours ago,Hamro-Ghar,True
"3 BHK House Rent in Jhamsikhel, Kathmandu",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-jhamsikhel-kathmandu-291/,"Rs94,500/Month","Jhamsikhel, Kathmandu, Bagamati Province, 44601, Nepal",Beds:3,Baths:4,House,19 days ago,Nepal-Property-Hub,False
"3BHK Flat Rent in Gongabu, Kathmandu",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-gongabu-kathmandu-953/,"Rs22,500/Month","Gongabu, Kathmandu, Bagmati Province, 44792, Nepal",Beds:3,Baths:2,Flat / Apartment,1 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Gothatar, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gothatar-lalitpur-828/,"Rs75,000/Month","Gothatar, Lalitpur, Bagamati Province, 44745, Nepal",Beds:5,Baths:2,Commercial,5 days ago,RealEstate-Nepal,False
"Room Rent in Nayabazar, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-nayabazar-kathmandu-289/,"Rs13,500/Month","Nayabazar, Kathmandu, Bagmati Province, 44731, Nepal",Bed:1,Bath:1,Room,17 hours ago,Hamro-Ghar,True
"6 BHK House Rent in Dhumbarahi, Bhaktapur",https://nepalpropertybazaar.com/property/6-bhk-house-rent-in-dhumbarahi-bhaktapur-304/,"Rs205,000/Month","Dhumbarahi, Bhaktapur, Bagamati Province, 44663, Nepal",Beds:6,Baths:2,House,11 hours ago,NPB-Rent,True
"4BHK Flat Rent in Sinamangal, Kathmandu",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-sinamangal-kathmandu-761/,"Rs16,000/Month","Sinamangal, Kathmandu, Bagamati Province, 44616, Nepal",Beds:4,Baths:3,Flat / Apartment,17 days ago,Nepal-Property-Hub,False
"2BHK Flat Rent in Nayabazar, Bhaktapur",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-nayabazar-bhaktapur-448/,"Rs56,500/Month","Nayabazar, Bhaktapur, Bagmati Province, 44720, Nepal",Beds:2,Bath:1,Flat / Apartment,4 days ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Mulpani, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mulpani-lalitpur-542/,"Rs91,500/Month","Mulpani, Lalitpur, Bagamati Province, 44753, Nepal",Beds:10,Baths:4,Commercial,23 days ago,Hamro-Ghar,True
"4 BHK House Rent in Nakhu, Bhaktapur",https://nepalpropertybazaar.com/property/4-bhk-house-rent-in-nakhu-bhaktapur-597/,"Rs75,500/Month","Nakhu, Bhaktapur, Bagamati Province, 44729, Nepal",Beds:4,Baths:5,House,6 hours ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Bhaisepati, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-bhaisepati-lalitpur-411/,"Rs457,000/Month","Bhaisepati, Lalitpur, Bagmati Province, 44651, Nepal",Beds:4,Baths:2,Villa,22 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Mandikhatar, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mandikhatar-kathmandu-832/,"Rs286,000/Month","Mandikhatar, Kathmandu, Bagamati Province, 44657, Nepal",Beds:7,Baths:3,Commercial,30 days ago,NPB-Rent,False
"Room Rent in Nakhu, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-nakhu-kathmandu-421/,"Rs6,000/Month","Nakhu, Kathmandu, Bagamati Province, 44635, Nepal",Bed:1,Bath:1,Room,14 days ago,RealEstate-Nepal,True
"Room Rent in Nayabazar, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-nayabazar-lalitpur-998/,"Rs10,500/Month","Nayabazar, Lalitpur, Bagmati Province, 44683, Nepal",Bed:1,Bath:1,Room,29 days ago,Nepal-Property-Hub,True
"4BHK Flat Rent in Kupondole, Kathmandu",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-kupondole-kathmandu-407/,"Rs32,000/Month","Kupondole, Kathmandu, Bagmati Province, 44641, Nepal",Beds:4,Bath:1,Flat / Apartment,26 days ago,NPB-Rent,True
"Room Rent in Gongabu, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-gongabu-kathmandu-573/,"Rs5,000/Month","Gongabu, Kathmandu, Bagamati Province, 44618, Nepal",Bed:1,Bath:1,Room,27 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Imadol, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-imadol-kathmandu-306/,"Rs461,000/Month","Imadol, Kathmandu, Bagamati Province, 44745, Nepal",Beds:7,Baths:1,Villa,27 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Patan, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-patan-bhaktapur-691/,"Rs107,000/Month","Patan, Bhaktapur, Bagmati Province, 44647, Nepal",Beds:3,Baths:2,Commercial,30 hours ago,RealEstate-Nepal,True
"Room Rent in Patan, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-patan-bhaktapur-260/,"Rs11,000/Month","Patan, Bhaktapur, Bagamati Province, 44677, Nepal",Bed:1,Bath:1,Room,18 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Balaju, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-balaju-kathmandu-251/,"Rs48,000/Month","Balaju, Kathmandu, Bagamati Province, 44783, Nepal",Beds:8,Baths:2,Commercial,12 hours ago,NPB-Rent,False
"4BHK Flat Rent in Gothatar, Kathmandu",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-gothatar-kathmandu-226/,"Rs32,500/Month","Gothatar, Kathmandu, Bagmati Province, 44785, Nepal",Beds:4,Baths:2,Flat / Apartment,14 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Balkhu, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-balkhu-bhaktapur-726/,"Rs470,500/Month","Balkhu, Bhaktapur, Bagamati Province, 44792, Nepal",Beds:5,Baths:4,Commercial,29 hours ago,RealEstate-Nepal,True
"Room Rent in Bhaisepati, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-bhaisepati-lalitpur-192/,"Rs13,000/Month","Bhaisepati, Lalitpur, Bagmati Province, 44699, Nepal",Bed:1,Bath:1,Room,8 days ago,NPB-Rent,True
"5 BHK House Rent in Thamel, Bhaktapur",https://nepalpropertybazaar.com/property/5-bhk-house-rent-in-thamel-bhaktapur-145/,"Rs167,000/Month","Thamel, Bhaktapur, Bagamati Province, 44665, Nepal",Beds:5,Baths:4,House,22 days ago,RealEstate-Nepal,True
"6 BHK House Rent in Chabahil, Kathmandu",https://nepalpropertybazaar.com/property/6-bhk-house-rent-in-chabahil-kathmandu-383/,"Rs157,000/Month","Chabahil, Kathmandu, Bagamati Province, 44615, Nepal",Beds:6,Baths:5,House,25 hours ago,Nepal-Property-Hub,False
"5 BHK House Rent in Gairidhara, Bhaktapur",https://nepalpropertybazaar.com/property/5-bhk-house-rent-in-gairidhara-bhaktapur-347/,"Rs66,500/Month","Gairidhara, Bhaktapur, Bagmati Province, 44636, Nepal",Beds:5,Baths:5,House,25 hours ago,Nepal-Property-Hub,True
"2BHK Flat Rent in Naxal, Lalitpur",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-naxal-lalitpur-608/,"Rs40,000/Month","Naxal, Lalitpur, Bagamati Province, 44602, Nepal",Beds:2,Baths:2,Flat / Apartment,7 hours ago,RealEstate-Nepal,True
"2BHK Flat Rent in Nakhu, Kathmandu",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-nakhu-kathmandu-842/,"Rs44,000/Month","Nakhu, Kathmandu, Bagmati Province, 44615, Nepal",Beds:2,Baths:2,Flat / Apartment,26 hours ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Naxal, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-naxal-kathmandu-119/,"Rs341,500/Month","Naxal, Kathmandu, Bagmati Province, 44672, Nepal",Beds:4,Baths:4,Commercial,4 hours ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Thamel, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-thamel-kathmandu-504/,"Rs130,500/Month","Thamel, Kathmandu, Bagmati Province, 44797, Nepal",Beds:10,Baths:1,Commercial,30 days ago,NPB-Rent,True
"Room Rent in Jorpati, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-jorpati-kathmandu-983/,"Rs8,000/Month","Jorpati, Kathmandu, Bagamati Province, 44628, Nepal",Bed:1,Bath:1,Room,8 hours ago,RealEstate-Nepal,True
"4BHK Flat Rent in Jorpati, Kathmandu",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-jorpati-kathmandu-544/,"Rs16,500/Month","Jorpati, Kathmandu, Bagmati Province, 44677, Nepal",Beds:4,Bath:1,Flat / Apartment,10 hours ago,NPB-Rent,False
"Commercial Space/Villa Rent in Nakhu, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-nakhu-bhaktapur-249/,"Rs424,500/Month","Nakhu, Bhaktapur, Bagmati Province, 44616, Nepal",Beds:3,Baths:3,Villa,17 hours ago,RealEstate-Nepal,False
"6 BHK House Rent in Battisputali, Kathmandu",https://nepalpropertybazaar.com/property/6-bhk-house-rent-in-battisputali-kathmandu-561/,"Rs188,500/Month","Battisputali, Kathmandu, Bagamati Province, 44728, Nepal",Beds:6,Baths:2,House,21 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Jorpati, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-jorpati-lalitpur-490/,"Rs473,500/Month","Jorpati, Lalitpur, Bagamati Province, 44644, Nepal",Beds:4,Baths:1,Villa,13 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Jorpati, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-jorpati-lalitpur-332/,"Rs425,500/Month","Jorpati, Lalitpur, Bagamati Province, 44634, Nepal",Beds:7,Baths:1,Villa,18 hours ago,Hamro-Ghar,False
"Room Rent in Jorpati, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-jorpati-bhaktapur-747/,"Rs8,500/Month","Jorpati, Bhaktapur, Bagmati Province, 44608, Nepal",Bed:1,Bath:1,Room,11 hours ago,NPB-Rent,False
"Commercial Space/Villa Rent in Naxal, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-naxal-lalitpur-122/,"Rs428,000/Month","Naxal, Lalitpur, Bagmati Province, 44624, Nepal",Beds:2,Baths:1,Commercial,24 hours ago,Hamro-Ghar,False
