title,url,price,location,beds,baths,type,posted,agent,featured,posted_days,district,municipality,bhk_from_title,type_from_title,semi_furnished,fully_furnished,brand_new,private_gate
"2BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-214/,37000,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",2,1,flat,21 days ago,NPB-Rent-Synthetic,False,21,Kathmandu,Budhanilkantha,2,flat,0,0,0,0
"4BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-215/,59000,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",4,1,flat,7 days ago,NPB-Rent-Synthetic,True,7,Kathmandu,Budhanilkantha,4,flat,1,0,0,0
"2BHK Flat Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-216/,32000,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",2,1,flat,46 days ago,NPB-Rent-Synthetic,True,46,Lalitpur,Lalitpur,2,flat,0,0,0,0
"1BHK Commercial Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-217/,51000,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",1,2,commercial,25 days ago,NPB-Rent-Synthetic,False,25,Lalitpur,Tutepani,1,commercial,0,0,0,0
"2BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-218/,30000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",2,1,flat,33 days ago,NPB-Rent-Synthetic,False,33,Kathmandu,Saraswati Nagar Marga,2,flat,0,0,1,0
"1BHK Room Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-219/,9500,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",1,1,room,9 days ago,NPB-Rent-Synthetic,True,9,Lalitpur,Dhobighat,1,room,0,0,0,1
"4BHK Flat Rent in Ghattekulo, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-220/,51500,"Ghattekulo, Kathmandu-29, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 00446, Nepal",4,2,flat,44 days ago,NPB-Rent-Synthetic,True,44,Kathmandu,Kathmandu,4,flat,0,0,1,1
"2BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-221/,34000,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",2,1,flat,14 days ago,NPB-Rent-Synthetic,False,14,Lalitpur,Lalitpur,2,flat,0,0,0,0
"1BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-222/,12500,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",1,2,flat,44 days ago,NPB-Rent-Synthetic,False,44,Bhaktapur,Inaya Tole,1,flat,0,0,0,0
"3BHK Flat Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-223/,39000,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",3,1,flat,46 days ago,NPB-Rent-Synthetic,False,46,Lalitpur,Lalitpur,3,flat,1,0,0,0
"2BHK Flat Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-224/,26500,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",2,1,flat,33 days ago,NPB-Rent-Synthetic,False,33,Kathmandu,Kathmandu,2,flat,1,0,1,0
"2BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-225/,23000,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",2,1,flat,18 days ago,NPB-Rent-Synthetic,True,18,Lalitpur,Lalitpur,2,flat,1,0,0,0
"2BHK Flat Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-226/,22500,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",2,2,flat,5 days ago,NPB-Rent-Synthetic,True,5,Lalitpur,Dhobighat,2,flat,0,0,0,0
"1BHK Flat Rent in Ekantakuna, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-227/,9000,"Ekantakuna, Lalitpur-13, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",1,1,flat,6 days ago,NPB-Rent-Synthetic,False,6,Lalitpur,Lalitpur,1,flat,1,0,0,0
"4BHK Flat Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-228/,57000,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",4,1,flat,40 days ago,NPB-Rent-Synthetic,False,40,Lalitpur,Tutepani,4,flat,0,0,0,0
"1BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-229/,22500,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",1,1,flat,14 days ago,NPB-Rent-Synthetic,True,14,Bhaktapur,Balkot-Biruwa Road,1,flat,1,0,0,1
"2BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-230/,19500,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,27 days ago,NPB-Rent-Synthetic,True,27,Kathmandu,Kathmandu,2,flat,1,0,1,0
"1BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-231/,26500,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",1,1,flat,48 days ago,NPB-Rent-Synthetic,True,48,Kathmandu,Budhanilkantha,1,flat,0,0,0,0
"2BHK Flat Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-232/,37500,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",2,2,flat,52 days ago,NPB-Rent-Synthetic,True,52,Lalitpur,Tutepani,2,flat,0,0,0,0
"3BHK Flat Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-233/,43000,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",3,2,flat,11 days ago,NPB-Rent-Synthetic,True,11,Lalitpur,Lalitpur,3,flat,0,0,0,0
"2BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-234/,23500,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,10 days ago,NPB-Rent-Synthetic,True,10,Kathmandu,Kathmandu,2,flat,1,0,0,0
"2BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-235/,38500,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",2,1,flat,2 days ago,NPB-Rent-Synthetic,True,2,Bhaktapur,Inaya Tole,2,flat,1,0,0,0
"3BHK Flat Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-236/,44500,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",3,1,flat,54 days ago,NPB-Rent-Synthetic,True,54,Lalitpur,Lalitpur,3,flat,0,0,1,0
"3BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-237/,50000,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",3,1,flat,54 days ago,NPB-Rent-Synthetic,True,54,Bhaktapur,Balkot-Biruwa Road,3,flat,0,0,0,0
"1BHK Room Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-238/,5500,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",1,1,room,54 days ago,NPB-Rent-Synthetic,False,54,Bhaktapur,Balkot-Biruwa Road,1,room,1,0,0,0
"1BHK Room Rent in Micro bus station, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-239/,6500,"Micro bus station, Araniko Highway, Balkumari, Madhyapur Thimi-04, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",1,1,room,13 days ago,NPB-Rent-Synthetic,False,13,Bhaktapur,Araniko Highway,1,room,1,0,0,0
"2BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-240/,27500,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,2,flat,22 days ago,NPB-Rent-Synthetic,False,22,Kathmandu,Kathmandu,2,flat,1,0,1,1
"1BHK Room Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-241/,8000,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",1,1,room,Today,NPB-Rent-Synthetic,False,0,Lalitpur,Dhobighat,1,room,0,0,0,0
"4BHK Flat Rent in kausaltar, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-242/,52500,"kausaltar, Araniko Highway, sachet marga tole, Kaushaltar, Madhyapur Thimi-02, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44810, Nepal",4,1,flat,38 days ago,NPB-Rent-Synthetic,False,38,Bhaktapur,Araniko Highway,4,flat,1,0,0,1
"2BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-243/,32000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",2,1,flat,8 days ago,NPB-Rent-Synthetic,False,8,Kathmandu,Saraswati Nagar Marga,2,flat,0,0,1,0
"4BHK Flat Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-244/,47000,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",4,2,flat,39 days ago,NPB-Rent-Synthetic,False,39,Lalitpur,Dhobighat,4,flat,0,0,1,0
"2BHK Flat Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-245/,20000,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",2,1,flat,4 days ago,NPB-Rent-Synthetic,True,4,Lalitpur,Lalitpur,2,flat,1,0,0,1
"2BHK Flat Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-246/,35500,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",2,1,flat,47 days ago,NPB-Rent-Synthetic,True,47,Kathmandu,Tokha,2,flat,0,0,1,1
"2BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-247/,29000,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",2,2,flat,1 days ago,NPB-Rent-Synthetic,False,1,Kathmandu,Budhanilkantha,2,flat,0,1,0,1
"1BHK Room Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-248/,11500,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",1,1,room,21 days ago,NPB-Rent-Synthetic,True,21,Kathmandu,budhalinkantha main road,1,room,0,0,1,0
"2BHK Flat Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-249/,25500,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",2,2,flat,36 days ago,NPB-Rent-Synthetic,True,36,Lalitpur,Dhobighat,2,flat,0,0,1,0
"2BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-250/,28500,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",2,1,flat,17 days ago,NPB-Rent-Synthetic,False,17,Lalitpur,Basnetgaun,2,flat,1,0,0,0
"4BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-251/,57500,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",4,2,flat,47 days ago,NPB-Rent-Synthetic,True,47,Lalitpur,Lalitpur,4,flat,1,0,0,0
"1BHK Flat Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-252/,26500,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",1,2,flat,57 days ago,NPB-Rent-Synthetic,True,57,Kathmandu,budhalinkantha main road,1,flat,1,0,0,1
"1BHK Room Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-253/,6500,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",1,1,room,20 days ago,NPB-Rent-Synthetic,False,20,Lalitpur,Lalitpur,1,room,0,0,0,0
"4BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-254/,44500,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",4,2,flat,23 days ago,NPB-Rent-Synthetic,True,23,Lalitpur,Lalitpur,4,flat,1,0,0,1
"2BHK Flat Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-255/,30000,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",2,1,flat,13 days ago,NPB-Rent-Synthetic,True,13,Kathmandu,Shankhamul Chok,2,flat,1,0,0,1
"1BHK Flat Rent in Baneshwor Banquet, Saraswati Marg, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-256/,14500,"Baneshwor Banquet, Saraswati Marg, Thapa Gaun, Buddha Nagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",1,1,flat,57 days ago,NPB-Rent-Synthetic,True,57,Kathmandu,Saraswati Marg,1,flat,0,0,0,1
"1BHK Room Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-257/,8000,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",1,1,room,11 days ago,NPB-Rent-Synthetic,True,11,Kathmandu,Budhanilkantha,1,room,0,0,0,1
"2BHK Flat Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-258/,31000,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",2,1,flat,51 days ago,NPB-Rent-Synthetic,True,51,Lalitpur,Mahalaxmi,2,flat,0,0,1,1
"1BHK Room Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-259/,10000,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",1,1,room,13 days ago,NPB-Rent-Synthetic,False,13,Kathmandu,Kathmandu,1,room,0,0,0,1
"3BHK Flat Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-260/,33500,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",3,1,flat,34 days ago,NPB-Rent-Synthetic,True,34,Kathmandu,Shankhamul Chok,3,flat,1,0,0,0
"4BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-261/,46500,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",4,2,flat,1 days ago,NPB-Rent-Synthetic,True,1,Kathmandu,Budhanilkantha,4,flat,1,0,0,0
"2BHK Flat Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-262/,23500,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",2,1,flat,35 days ago,NPB-Rent-Synthetic,True,35,Lalitpur,Lalitpur,2,flat,0,0,0,0
"3BHK Flat Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-263/,36000,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",3,1,flat,32 days ago,NPB-Rent-Synthetic,True,32,Kathmandu,Tokha,3,flat,0,0,0,0
"1BHK Room Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-264/,5500,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",1,1,room,50 days ago,NPB-Rent-Synthetic,False,50,Kathmandu,Saraswati Nagar Marga,1,room,1,0,0,0
"2BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-265/,26000,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",2,2,flat,2 days ago,NPB-Rent-Synthetic,False,2,Lalitpur,Basnetgaun,2,flat,0,0,0,1
"3BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-266/,45000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",3,2,flat,48 days ago,NPB-Rent-Synthetic,False,48,Kathmandu,Saraswati Nagar Marga,3,flat,0,0,0,0
"2BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-267/,25000,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",2,1,flat,40 days ago,NPB-Rent-Synthetic,False,40,Lalitpur,Lalitpur,2,flat,0,0,0,0
"1BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-268/,8500,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",1,1,flat,15 days ago,NPB-Rent-Synthetic,False,15,Kathmandu,Budhanilkantha,1,flat,0,0,0,0
"2BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-269/,29500,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",2,1,flat,23 days ago,NPB-Rent-Synthetic,True,23,Bhaktapur,Balkot-Biruwa Road,2,flat,0,0,0,1
"3BHK Flat Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-270/,49000,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",3,1,flat,19 days ago,NPB-Rent-Synthetic,False,19,Lalitpur,Tutepani,3,flat,1,0,1,0
"0BHK Commercial Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-271/,40500,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",0,2,commercial,33 days ago,NPB-Rent-Synthetic,True,33,Bhaktapur,Balkot-Biruwa Road,0,commercial,0,0,0,0
"1BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-272/,10500,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",1,1,flat,58 days ago,NPB-Rent-Synthetic,False,58,Lalitpur,Basnetgaun,1,flat,0,0,1,0
"3BHK Flat Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-273/,38000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",3,1,flat,51 days ago,NPB-Rent-Synthetic,True,51,Kathmandu,budhalinkantha main road,3,flat,1,0,0,0
"1BHK Room Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-274/,7000,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",1,1,room,14 days ago,NPB-Rent-Synthetic,True,14,Lalitpur,Lalitpur,1,room,1,0,1,0
"2BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-275/,36000,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",2,1,flat,47 days ago,NPB-Rent-Synthetic,False,47,Lalitpur,Basnetgaun,2,flat,0,0,0,1
"4BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-276/,60000,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",4,1,flat,25 days ago,NPB-Rent-Synthetic,False,25,Lalitpur,Basnetgaun,4,flat,0,0,0,0
"1BHK Room Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-277/,6000,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",1,1,room,3 days ago,NPB-Rent-Synthetic,False,3,Lalitpur,Tutepani,1,room,0,0,0,0
"1BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-278/,26000,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",1,2,flat,30 days ago,NPB-Rent-Synthetic,False,30,Kathmandu,Budhanilkantha,1,flat,0,0,1,0
"1BHK Flat Rent in Baneshwor Banquet, Saraswati Marg, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-279/,9500,"Baneshwor Banquet, Saraswati Marg, Thapa Gaun, Buddha Nagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",1,1,flat,59 days ago,NPB-Rent-Synthetic,True,59,Kathmandu,Saraswati Marg,1,flat,1,0,0,0
"1BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-280/,13500,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",1,1,flat,44 days ago,NPB-Rent-Synthetic,True,44,Kathmandu,Budhanilkantha,1,flat,1,0,0,1
"1BHK Flat Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-281/,17000,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",1,1,flat,4 days ago,NPB-Rent-Synthetic,True,4,Lalitpur,Mahalaxmi,1,flat,1,0,0,0
"4BHK Flat Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-282/,61500,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",4,1,flat,55 days ago,NPB-Rent-Synthetic,True,55,Kathmandu,Tokha,4,flat,1,0,0,1
"2BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-283/,21500,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",2,1,flat,42 days ago,NPB-Rent-Synthetic,True,42,Kathmandu,Budhanilkantha,2,flat,0,0,0,0
"1BHK Room Rent in kausaltar, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-284/,6000,"kausaltar, Araniko Highway, sachet marga tole, Kaushaltar, Madhyapur Thimi-02, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44810, Nepal",1,1,room,16 days ago,NPB-Rent-Synthetic,False,16,Bhaktapur,Araniko Highway,1,room,0,1,0,0
"4BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-285/,52000,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",4,1,flat,55 days ago,NPB-Rent-Synthetic,True,55,Lalitpur,Basnetgaun,4,flat,1,0,0,1
"4BHK Flat Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-286/,50000,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",4,1,flat,9 days ago,NPB-Rent-Synthetic,True,9,Lalitpur,Tutepani,4,flat,0,0,0,0
